Origin,avg_CarrierDelay,avg_WeatherDelay,avg_NASDelay,avg_SecurityDelay,avg_LateAircraftDelay,total_CarrierDelay,total_WeatherDelay,total_NASDelay,total_SecurityDelay,total_LateAircraftDelay,delay_rate,dominant_cause,flights
MWH,0.0,0.0,4.285714285714286,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.14285714285714285,NASDelay,7
MYR,2.053861129136924,0.27060350421804025,2.8475016223231666,0.0,2.4250486696950033,3165.0,417.0,4388.0,0.0,3737.0,0.390655418559377,NASDelay,1541
OAJ,1.853731343283582,1.2746268656716417,2.4925373134328357,0.0,3.629850746268657,621.0,427.0,835.0,0.0,1216.0,0.4388059701492537,LateAircraftDelay,335
OAK,1.251771833561957,0.07961819844535895,0.672267946959305,0.017661179698216737,2.186042524005487,21901.0,1393.0,11762.0,309.0,38247.0,0.4403292181069959,LateAircraftDelay,17496
OGD,5.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,CarrierDelay,3
OGG,1.9653954802259888,0.08451035781544255,0.6640772128060264,0.003295668549905838,2.3895951035781544,8349.0,359.0,2821.0,14.0,10151.0,0.3500470809792844,LateAircraftDelay,4248
OGS,119.07692307692308,0.0,1.3076923076923077,0.0,10.76923076923077,1548.0,0.0,17.0,0.0,140.0,0.46153846153846156,CarrierDelay,13
OKC,1.281524530341938,0.31139343154480337,1.336531963778889,0.009055277740235167,2.7655088525476414,9482.0,2304.0,9889.0,67.0,20462.0,0.4087038789025544,LateAircraftDelay,7399
OMA,1.5263711495116454,0.19233658903080392,1.7065364387678437,0.00405709992486852,1.9831705484598046,10158.0,1280.0,11357.0,27.0,13198.0,0.3873779113448535,LateAircraftDelay,6655
OME,1.3714285714285714,0.1492063492063492,0.37142857142857144,0.09523809523809523,2.450793650793651,432.0,47.0,117.0,30.0,772.0,0.473015873015873,LateAircraftDelay,315
ONT,0.7713030187237294,0.06381352693924341,0.6369889186090943,0.01222774168895682,1.7309896828429499,8074.0,668.0,6668.0,128.0,18120.0,0.41631639281620175,LateAircraftDelay,10468
ORD,2.3810374421203897,0.5757823726648571,2.077768242056522,0.0036723614881047422,3.5305764010857414,238599.0,57698.0,208209.0,368.0,353792.0,0.474453137474054,LateAircraftDelay,100208
ORF,1.4601037950048654,0.25948751216347715,1.900583846902368,0.003405773597145637,2.3319818358741484,9003.0,1600.0,11719.0,21.0,14379.0,0.4313979889717807,LateAircraftDelay,6166
ORH,1.6919191919191918,0.0,1.3080808080808082,0.03535353535353535,1.7525252525252526,335.0,0.0,259.0,7.0,347.0,0.45454545454545453,LateAircraftDelay,198
OTH,0.6265060240963856,0.5301204819277109,13.301204819277109,0.0,14.144578313253012,52.0,44.0,1104.0,0.0,1174.0,0.4939759036144578,LateAircraftDelay,83
OTZ,0.8333333333333334,0.941358024691358,0.36728395061728397,0.16049382716049382,4.830246913580247,270.0,305.0,119.0,52.0,1565.0,0.43209876543209874,LateAircraftDelay,324
OWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,CarrierDelay,3
OXR,3.100840336134454,0.0,0.48739495798319327,0.0,0.680672268907563,369.0,0.0,58.0,0.0,81.0,0.2605042016806723,CarrierDelay,119
PAE,7.1875,0.0,6.6875,0.0,1.1875,115.0,0.0,107.0,0.0,19.0,0.375,CarrierDelay,16
PAH,3.25,0.0,4.4125,0.0,14.425,260.0,0.0,353.0,0.0,1154.0,0.4375,LateAircraftDelay,80
PBG,3.606060606060606,0.0,0.9393939393939394,0.0,2.5757575757575757,119.0,0.0,31.0,0.0,85.0,0.3333333333333333,CarrierDelay,33
PBI,1.302803967185013,0.09905718133953716,2.6629117178890658,0.026325456103832495,2.9668176809109834,10640.0,809.0,21748.0,215.0,24230.0,0.4465532019101261,LateAircraftDelay,8167
PDX,1.1253521126760564,0.047359154929577464,1.0271713615023474,0.014084507042253521,1.7679577464788732,19176.0,807.0,17503.0,240.0,30126.0,0.4223591549295775,LateAircraftDelay,17040
PFN,3.8247422680412373,1.9793814432989691,4.268041237113402,0.030927835051546393,1.4570446735395188,1113.0,576.0,1242.0,9.0,424.0,0.5463917525773195,NASDelay,291
PGD,11.408333333333333,4.391666666666667,1.9666666666666666,0.0,4.65,1369.0,527.0,236.0,0.0,558.0,0.35833333333333334,CarrierDelay,120
PGV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,CarrierDelay,9
PHF,1.0976863753213368,0.14010282776349614,5.073264781491003,0.0,4.060411311053985,854.0,109.0,3947.0,0.0,3159.0,0.38688946015424164,NASDelay,778
PHL,2.036326942482341,0.26125756811301715,2.3820951059535824,0.010879162462159435,2.781975277497477,64576.0,8285.0,75541.0,345.0,88222.0,0.46231710393541875,LateAircraftDelay,31712
PHX,1.7967900830652344,0.10451315048076049,1.021284330297908,0.019139538688041878,1.7404075104058745,98854.0,5750.0,56188.0,1053.0,95752.0,0.4602577385171856,CarrierDelay,55017
PIA,2.587918015102481,0.4778856526429342,3.0204962243797193,0.0,3.469255663430421,2399.0,443.0,2800.0,0.0,3216.0,0.36893203883495146,LateAircraftDelay,927
PIB,0.0,0.0,1.75,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.125,NASDelay,40
PIE,3.2552447552447554,1.2972027972027973,1.3566433566433567,0.0,2.1573426573426575,931.0,371.0,388.0,0.0,617.0,0.25874125874125875,CarrierDelay,286
PIH,1.885185185185185,0.337037037037037,0.8740740740740741,0.08518518518518518,2.696296296296296,509.0,91.0,236.0,23.0,728.0,0.2814814814814815,LateAircraftDelay,270
PIR,0.0,0.0,24.125,0.0,1.875,0.0,0.0,193.0,0.0,15.0,0.25,NASDelay,8
PIT,0.6725338027042164,0.14245139611168894,1.138691095287623,0.0008800704056324506,1.2212977038163053,16812.0,3561.0,28465.0,22.0,30530.0,0.49035922873829907,LateAircraftDelay,24998
PLN,12.436781609195402,0.0,1.206896551724138,0.0,3.310344827586207,1082.0,0.0,105.0,0.0,288.0,0.27586206896551724,CarrierDelay,87
PMD,2.806451612903226,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.41935483870967744,CarrierDelay,31
PNS,1.750557620817844,0.3171003717472119,1.4215613382899628,0.0,3.0472118959107806,4709.0,853.0,3824.0,0.0,8197.0,0.42825278810408923,LateAircraftDelay,2690
PPG,8.75,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.375,CarrierDelay,8
PRC,10.23076923076923,0.0,1.2307692307692308,0.0,1.5384615384615385,133.0,0.0,16.0,0.0,20.0,0.38461538461538464,CarrierDelay,13
PSC,1.0438829787234043,0.16090425531914893,1.4561170212765957,0.0,2.386968085106383,785.0,121.0,1095.0,0.0,1795.0,0.3497340425531915,LateAircraftDelay,752
PSE,0.6299212598425197,0.0,2.015748031496063,0.023622047244094488,9.692913385826772,80.0,0.0,256.0,3.0,1231.0,0.30708661417322836,LateAircraftDelay,127
PSG,1.4545454545454546,0.4743083003952569,0.3675889328063241,0.0,4.24901185770751,368.0,120.0,93.0,0.0,1075.0,0.43873517786561267,LateAircraftDelay,253
PSM,0.0,0.0,0.0,0.0,47.22222222222222,0.0,0.0,0.0,0.0,425.0,0.4444444444444444,LateAircraftDelay,9
PSP,2.8561072852482785,0.21167089525190286,2.067053280173976,0.015585357013410656,2.8836534976440737,7880.0,584.0,5703.0,43.0,7956.0,0.39180862631388186,LateAircraftDelay,2759
PUB,0.0,0.21428571428571427,0.5612244897959183,0.0,1.2959183673469388,0.0,21.0,55.0,0.0,127.0,0.3469387755102041,LateAircraftDelay,98
PVD,1.161903241258183,0.29762094842727127,2.0881366757145137,0.013252434935334505,2.212038958965352,7277.0,1864.0,13078.0,83.0,13854.0,0.3862366278141466,LateAircraftDelay,6263
PVU,0.0,2.272727272727273,0.0,0.0,3.1818181818181817,0.0,25.0,0.0,0.0,35.0,0.2727272727272727,LateAircraftDelay,11
PWM,2.4895522388059703,0.4004264392324094,2.9995735607675904,0.019189765458422176,2.499786780383795,5838.0,939.0,7034.0,45.0,5862.0,0.4157782515991471,NASDelay,2345
RAP,2.5311601150527325,0.2665388302972196,3.2406519654841803,0.0,3.1265580057526368,2640.0,278.0,3380.0,0.0,3261.0,0.3537871524448706,NASDelay,1043
RDD,8.696969696969697,0.11742424242424243,5.196969696969697,0.0,7.2727272727272725,2296.0,31.0,1372.0,0.0,1920.0,0.3977272727272727,CarrierDelay,264
RDM,2.220910623946037,0.49409780775716694,2.566610455311973,0.01517706576728499,4.7099494097807755,1317.0,293.0,1522.0,9.0,2793.0,0.3642495784148398,LateAircraftDelay,593
RDU,1.5137364380432714,0.3055643677431635,2.4254806167121377,0.0,2.5113888712645136,23858.0,4816.0,38228.0,0.0,39582.0,0.4181841253727555,LateAircraftDelay,15761
RFD,1.1875,0.0,2.4375,0.0,12.84375,38.0,0.0,78.0,0.0,411.0,0.40625,LateAircraftDelay,32
RHI,4.756756756756757,0.7972972972972973,0.8378378378378378,0.0,5.945945945945946,352.0,59.0,62.0,0.0,440.0,0.3108108108108108,LateAircraftDelay,74
RIC,2.3189701412479886,0.1537636331128196,2.963168246021813,0.006436617200071518,2.4645092079384945,12970.0,860.0,16573.0,36.0,13784.0,0.417843733237976,NASDelay,5593
RKS,1.860759493670886,0.0,1.5759493670886076,0.0,1.7025316455696202,294.0,0.0,249.0,0.0,269.0,0.31645569620253167,CarrierDelay,158
RNO,0.9340087237934431,0.2092303362881666,0.9401998030111158,0.009427325172365273,2.3298156746869285,6638.0,1487.0,6682.0,67.0,16558.0,0.4164907837343464,LateAircraftDelay,7107
ROA,2.3906093906093906,0.7712287712287712,2.3726273726273726,0.017982017982017984,2.276723276723277,2393.0,772.0,2375.0,18.0,2279.0,0.4155844155844156,CarrierDelay,1001
ROC,2.0151392813887767,0.21154622527250708,2.7549454985870003,0.0012111425111021397,2.2379895034315704,9983.0,1048.0,13648.0,6.0,11087.0,0.43480016148566814,NASDelay,4954
ROP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,CarrierDelay,19
ROR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,CarrierDelay,25
ROW,2.4475524475524475,0.0,0.9370629370629371,0.0,2.993006993006993,350.0,0.0,134.0,0.0,428.0,0.3076923076923077,LateAircraftDelay,143
RST,0.8080459770114943,0.2149425287356322,2.174712643678161,0.0,2.7448275862068967,703.0,187.0,1892.0,0.0,2388.0,0.3724137931034483,LateAircraftDelay,870
RSW,1.4880682575656579,0.2178376216504466,2.5349953339554725,0.004932675643247567,3.162378349553393,11162.0,1634.0,19015.0,37.0,23721.0,0.41474470070657243,LateAircraftDelay,7501
SAF,5.489010989010989,0.8186813186813187,2.120879120879121,0.0,4.362637362637362,999.0,149.0,386.0,0.0,794.0,0.32967032967032966,CarrierDelay,182
SAN,1.0334961055732677,0.08753379878122604,1.3088098793333065,0.00863634529238468,2.3159933814923925,25609.0,2169.0,32431.0,214.0,57388.0,0.4099035473586505,LateAircraftDelay,24779
SAT,1.1439657262953682,0.17080268369574003,1.1364481448549026,0.0032333683614905826,2.1710451863228517,14152.0,2113.0,14059.0,40.0,26858.0,0.4057068951580309,LateAircraftDelay,12371
SAV,1.3396477234961781,0.33931538717181786,2.6414091060152876,0.017613825191093387,2.6726487205051512,4031.0,1021.0,7948.0,53.0,8042.0,0.4253904951811233,LateAircraftDelay,3009
SBA,2.2587904360056257,0.1350210970464135,3.5246132208157523,0.011251758087201125,3.4664791373652135,4818.0,288.0,7518.0,24.0,7394.0,0.37787154242850446,NASDelay,2133
SBN,4.597571552471813,0.6331309627059843,2.7493495229835214,0.0,3.1448395490026018,5301.0,730.0,3170.0,0.0,3626.0,0.3954900260190807,CarrierDelay,1153
SBP,1.8680089485458613,0.558165548098434,3.8031319910514543,0.0,4.676733780760626,1670.0,499.0,3400.0,0.0,4181.0,0.35570469798657717,LateAircraftDelay,894
SCC,0.2663316582914573,0.6482412060301508,0.5628140703517588,0.0,2.959798994974874,53.0,129.0,112.0,0.0,589.0,0.3768844221105528,LateAircraftDelay,199
SCE,2.9423076923076925,0.46153846153846156,3.0961538461538463,0.0,3.7948717948717947,459.0,72.0,483.0,0.0,592.0,0.23717948717948717,LateAircraftDelay,156
SCK,1.8305084745762712,0.0,0.3220338983050847,0.0,4.915254237288136,108.0,0.0,19.0,0.0,290.0,0.4576271186440678,LateAircraftDelay,59
SDF,1.514115672211201,0.3622768197772013,1.8002441629787884,0.004730657714024111,2.0398290859148482,9922.0,2374.0,11797.0,31.0,13367.0,0.4304898519761941,LateAircraftDelay,6553
SEA,1.949468085106383,0.1678221372220894,1.4251135548649294,0.009174037771934018,1.6850645469758547,65237.0,5616.0,47690.0,307.0,56389.0,0.4534425053789147,CarrierDelay,33464
SFB,6.602620087336245,1.6943231441048034,1.8908296943231442,0.0,5.6244541484716155,1512.0,388.0,433.0,0.0,1288.0,0.4017467248908297,CarrierDelay,229
SFO,2.102884911385725,0.1091516777342891,1.2980122256915432,0.006090857117727253,3.795439553190554,95635.0,4964.0,59031.0,277.0,172609.0,0.45936496767667884,LateAircraftDelay,45478
SGF,5.491558441558442,0.36883116883116884,3.233116883116883,0.005844155844155844,4.417532467532467,8457.0,568.0,4979.0,9.0,6803.0,0.39090909090909093,CarrierDelay,1540
SGU,2.8742138364779874,0.1740041928721174,1.4318658280922432,0.0,2.3291404612159328,1371.0,83.0,683.0,0.0,1111.0,0.3228511530398323,CarrierDelay,477
SHD,1.3157894736842106,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.21052631578947367,CarrierDelay,19
SHV,2.440826873385013,0.37209302325581395,1.8284237726098191,0.0,2.587080103359173,4723.0,720.0,3538.0,0.0,5006.0,0.40930232558139534,LateAircraftDelay,1935
SIT,1.4951690821256038,0.6207729468599034,0.642512077294686,0.0,2.4347826086956523,619.0,257.0,266.0,0.0,1008.0,0.427536231884058,LateAircraftDelay,414
SJC,1.0981528431727634,0.063805384522516,0.7139925147893276,0.02740552939756127,2.121393215018713,18192.0,1057.0,11828.0,454.0,35143.0,0.419956537486418,LateAircraftDelay,16566
SJT,0.58203125,1.41015625,1.28515625,0.0,2.6328125,149.0,361.0,329.0,0.0,674.0,0.26171875,LateAircraftDelay,256
SJU,2.215734720416125,0.1951885565669701,1.1078023407022106,0.010013003901170351,3.2477243172951886,17039.0,1501.0,8519.0,77.0,24975.0,0.40780234070221066,LateAircraftDelay,7690
SLC,1.8685023465811204,0.2537575001485178,1.1773599477217371,0.009445731598645517,1.4169785540307729,62905.0,8543.0,39637.0,318.0,47704.0,0.43120655854571377,CarrierDelay,33666
SLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,CarrierDelay,5
SLN,28.875,59.4375,2.625,0.0,7.1875,462.0,951.0,42.0,0.0,115.0,0.5625,WeatherDelay,16
SMF,1.1780322748568455,0.06707815869710716,0.87692422101584,0.008998289581319253,2.653974864281996,15841.0,902.0,11792.0,121.0,35688.0,0.4162266676582137,LateAircraftDelay,13447
SMX,1.6130434782608696,0.0,1.2173913043478262,0.0,2.143478260869565,371.0,0.0,280.0,0.0,493.0,0.2608695652173913,LateAircraftDelay,230
SNA,0.931881757012172,0.09034550540560973,1.525894004687382,0.011416042942466167,2.175020790806683,12326.0,1195.0,20183.0,151.0,28769.0,0.4193694715354956,LateAircraftDelay,13227
SOP,6.6,3.0,3.8,0.0,0.0,33.0,15.0,19.0,0.0,0.0,0.8,CarrierDelay,5
SPI,5.681003584229391,0.3046594982078853,8.039426523297491,0.0,5.659498207885305,1585.0,85.0,2243.0,0.0,1579.0,0.3548387096774194,NASDelay,279
SPN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2980769230769231,CarrierDelay,104
SPS,0.22641509433962265,0.12075471698113208,1.679245283018868,0.0,3.6,60.0,32.0,445.0,0.0,954.0,0.27169811320754716,LateAircraftDelay,265
SRQ,0.8213058419243986,0.49312714776632305,1.6494845360824741,0.00816151202749141,1.6743986254295533,1912.0,1148.0,3840.0,19.0,3898.0,0.44372852233676974,LateAircraftDelay,2328
STC,4.0,0.0,9.666666666666666,0.0,0.7777777777777778,36.0,0.0,87.0,0.0,7.0,0.5555555555555556,NASDelay,9
STL,0.806592039800995,0.12298625918028903,0.8684849561715233,0.004294006159677802,1.3424247808576166,27237.0,4153.0,29327.0,145.0,45331.0,0.4586294716891732,LateAircraftDelay,33768
STS,0.5,0.0,1.4333333333333333,0.1,6.833333333333333,30.0,0.0,86.0,6.0,410.0,0.36666666666666664,LateAircraftDelay,60
STT,1.1331360946745561,0.1291913214990138,1.2238658777120315,0.046351084812623275,3.203155818540434,1149.0,131.0,1241.0,47.0,3248.0,0.3796844181459566,LateAircraftDelay,1014
STX,3.717741935483871,0.0,0.6666666666666666,0.010752688172043012,1.5483870967741935,1383.0,0.0,248.0,4.0,576.0,0.4435483870967742,CarrierDelay,372
SUN,2.1,0.9351351351351351,0.9918918918918919,0.0,3.1027027027027025,777.0,346.0,367.0,0.0,1148.0,0.2891891891891892,LateAircraftDelay,370
SUX,0.043824701195219126,0.0,0.7848605577689243,0.03187250996015936,2.1155378486055776,11.0,0.0,197.0,8.0,531.0,0.3904382470119522,LateAircraftDelay,251
SWF,2.1241655540720963,0.38985313751668893,2.096128170894526,0.0,2.2149532710280373,1591.0,292.0,1570.0,0.0,1659.0,0.40854472630173566,LateAircraftDelay,749
SWO,0.2222222222222222,0.0,1.3333333333333333,0.0,11.61111111111111,4.0,0.0,24.0,0.0,209.0,0.1111111111111111,LateAircraftDelay,18
SYR,1.1514456172556218,0.22349701698026617,2.106700321248279,0.006195502524093621,2.285910968334098,5018.0,974.0,9181.0,27.0,9962.0,0.44125745754933454,LateAircraftDelay,4358
TEX,0.0,6.166666666666667,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.08333333333333333,WeatherDelay,12
TLH,1.6432566811684275,0.5966438781852083,1.7843380981976382,0.0,2.420758234928527,2644.0,960.0,2871.0,0.0,3895.0,0.4095711622125544,LateAircraftDelay,1609
TOL,1.8547486033519553,0.8072625698324022,2.2458100558659218,0.0,3.420391061452514,1328.0,578.0,1608.0,0.0,2449.0,0.43575418994413406,LateAircraftDelay,716
TPA,1.4133812345448606,0.3440955535855923,1.5638501376382214,0.00018662809685998226,2.5729949143843607,30293.0,7375.0,33518.0,4.0,55147.0,0.40484299911351657,LateAircraftDelay,21433
TRI,3.701492537313433,0.2810945273631841,1.3955223880597014,0.0,1.8519900497512438,2976.0,226.0,1122.0,0.0,1489.0,0.4154228855721393,CarrierDelay,804
TTN,3.2686567164179103,0.11940298507462686,7.253731343283582,0.0,6.124378109452737,657.0,24.0,1458.0,0.0,1231.0,0.44776119402985076,NASDelay,201
TUL,0.9629575187417316,0.2866382478318389,1.3272085844480377,0.0047038071439071,2.0007349698662353,6551.0,1950.0,9029.0,32.0,13611.0,0.400558577098339,LateAircraftDelay,6803
TUP,0.0,0.0,7.785714285714286,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.42857142857142855,NASDelay,14
TUS,1.3612903225806452,0.10522273425499232,1.0462365591397849,0.0026113671274961598,1.8559139784946237,8862.0,685.0,6811.0,17.0,12082.0,0.40291858678955456,LateAircraftDelay,6510
TVC,2.0652173913043477,0.30027173913043476,2.8505434782608696,0.012228260869565218,3.6793478260869565,1520.0,221.0,2098.0,9.0,2708.0,0.36141304347826086,LateAircraftDelay,736
TVL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,CarrierDelay,40
TWF,2.162361623616236,0.6051660516605166,0.6531365313653137,0.0,1.2103321033210332,586.0,164.0,177.0,0.0,328.0,0.30996309963099633,CarrierDelay,271
TXK,4.754385964912281,0.4649122807017544,1.0043859649122806,0.0,2.258771929824561,1084.0,106.0,229.0,0.0,515.0,0.2807017543859649,CarrierDelay,228
TYR,1.1564245810055866,0.9664804469273743,1.5782122905027933,0.0,3.0335195530726256,414.0,346.0,565.0,0.0,1086.0,0.3268156424581006,LateAircraftDelay,358
TYS,2.947532792004997,0.24297314178638352,2.590568394753279,0.0,2.5028107432854467,9438.0,778.0,8295.0,0.0,8014.0,0.3910056214865709,CarrierDelay,3202
UCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,CarrierDelay,44
UIN,0.7777777777777778,0.0,2.5555555555555554,0.0,4.444444444444445,14.0,0.0,46.0,0.0,80.0,0.3333333333333333,LateAircraftDelay,18
USA,0.0,0.0,0.0,0.0,3.5217391304347827,0.0,0.0,0.0,0.0,81.0,0.391304347826087,LateAircraftDelay,23
UST,0.0,20.75,3.5,0.0,4.0,0.0,83.0,14.0,0.0,16.0,0.25,WeatherDelay,4
UTM,0.0,0.0,6.5,0.0,17.0,0.0,0.0,13.0,0.0,34.0,0.5,LateAircraftDelay,2
VCT,0.896551724137931,0.0,0.0,0.0,1.103448275862069,26.0,0.0,0.0,0.0,32.0,0.3793103448275862,LateAircraftDelay,29
VEL,21.0,0.0,1.0416666666666667,0.0,8.25,504.0,0.0,25.0,0.0,198.0,0.2916666666666667,CarrierDelay,24
VIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23809523809523808,CarrierDelay,21
VLD,1.6111111111111112,0.6919191919191919,3.8383838383838382,0.0,4.585858585858586,319.0,137.0,760.0,0.0,908.0,0.37373737373737376,LateAircraftDelay,198
VPS,3.047693510555121,0.9827990617670055,2.592650508209539,0.0023455824863174357,3.226739640344019,3898.0,1257.0,3316.0,3.0,4127.0,0.3776387802971071,LateAircraftDelay,1279
WRG,1.5534883720930233,0.46511627906976744,0.6325581395348837,0.0,4.4186046511627906,334.0,100.0,136.0,0.0,950.0,0.3627906976744186,LateAircraftDelay,215
WYS,2.911111111111111,0.0,0.0,0.0,0.6444444444444445,131.0,0.0,0.0,0.0,29.0,0.28888888888888886,CarrierDelay,45
XNA,2.8936068702290076,0.7137404580152672,4.123091603053435,0.0,4.4570610687022905,6065.0,1496.0,8642.0,0.0,9342.0,0.3683206106870229,LateAircraftDelay,2096
XWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CarrierDelay,2
YAK,0.6339285714285714,0.46875,0.4419642857142857,0.0,3.9464285714285716,142.0,105.0,99.0,0.0,884.0,0.3392857142857143,LateAircraftDelay,224
YAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,CarrierDelay,7
YKM,1.1818181818181819,0.0,1.7272727272727273,0.0,0.0,26.0,0.0,38.0,0.0,0.0,0.6818181818181818,NASDelay,22
YUM,2.068359375,0.451171875,0.7109375,0.0,1.76171875,1059.0,231.0,364.0,0.0,902.0,0.35546875,CarrierDelay,512
