airport,role,flights,pct_delayed,dominant_cause,avg_arr_delay,total_CarrierDelay,total_WeatherDelay,total_NASDelay,total_SecurityDelay,total_LateAircraftDelay,share_CarrierDelay,share_WeatherDelay,share_NASDelay,share_SecurityDelay,share_LateAircraftDelay,cluster
ABE,Origin,1596,0.4022556390977443,NASDelay,,2866.0,204.0,2928.0,0.0,2826.0,0.3247960108794198,0.023118766999093383,0.3318223028105168,0.0,0.32026291931097006,
ABI,Origin,462,0.3095238095238095,CarrierDelay,,1784.0,339.0,578.0,0.0,1199.0,0.4574358974358974,0.08692307692307692,0.1482051282051282,0.0,0.30743589743589744,
ABQ,Origin,10779,0.4231375823360238,LateAircraftDelay,,10365.0,1809.0,8193.0,52.0,23859.0,0.2340891639188762,0.04085550386196305,0.18503545778942138,0.0011743981209630064,0.5388454763087763,6.0
ABR,Origin,80,0.275,CarrierDelay,,1839.0,73.0,66.0,9.0,346.0,0.7882554650664381,0.031290184312044576,0.02828975567938277,0.0038576939562794685,0.1483069009858551,
ABY,Origin,182,0.489010989010989,CarrierDelay,,1088.0,108.0,789.0,0.0,913.0,0.3754313319530711,0.037267080745341616,0.2722567287784679,0.0,0.3150448585231194,
ACK,Origin,73,0.5205479452054794,NASDelay,,53.0,0.0,1567.0,9.0,656.0,0.023194748358862146,0.0,0.6857768052516411,0.003938730853391685,0.287089715536105,
ACT,Origin,325,0.2892307692307692,CarrierDelay,,812.0,121.0,383.0,0.0,611.0,0.4213803840166061,0.06279190451478983,0.19875454073689672,0.0,0.3170731707317073,
ACV,Origin,524,0.3912213740458015,LateAircraftDelay,,1597.0,97.0,2316.0,0.0,4343.0,0.19118879444510953,0.011612594277505089,0.27726565305878126,0.0,0.5199329582186041,
ACY,Origin,270,0.3518518518518518,LateAircraftDelay,,1038.0,25.0,932.0,0.0,1094.0,0.3360310780187763,0.00809323405632891,0.30171576561994173,0.0,0.3541599223049531,
ADK,Origin,22,0.4090909090909091,LateAircraftDelay,,23.0,0.0,0.0,28.0,48.0,0.23232323232323232,0.0,0.0,0.2828282828282828,0.48484848484848486,
ADQ,Origin,166,0.4698795180722891,LateAircraftDelay,,78.0,94.0,30.0,84.0,242.0,0.14772727272727273,0.17803030303030304,0.056818181818181816,0.1590909090909091,0.4583333333333333,
AEX,Origin,568,0.380281690140845,LateAircraftDelay,,1871.0,524.0,1939.0,214.0,3020.0,0.24722515856236787,0.06923890063424948,0.2562103594080338,0.028276955602537,0.39904862579281186,
AGS,Origin,813,0.4317343173431734,LateAircraftDelay,,1776.0,656.0,2201.0,0.0,3493.0,0.21855771597341866,0.08072852571991139,0.2708589712035442,0.0,0.42985478710312575,
AKN,Origin,69,0.5797101449275363,LateAircraftDelay,,104.0,0.0,16.0,0.0,602.0,0.1440443213296399,0.0,0.0221606648199446,0.0,0.8337950138504155,
ALB,Origin,4072,0.4214145383104126,LateAircraftDelay,,5927.0,1256.0,7595.0,0.0,7818.0,0.2623030624889361,0.05558505930253142,0.3361214374225527,0.0,0.34599044078597985,
ALO,Origin,78,0.358974358974359,NASDelay,,175.0,57.0,320.0,0.0,53.0,0.2892561983471074,0.09421487603305785,0.5289256198347108,0.0,0.08760330578512397,
AMA,Origin,1979,0.3724103082364831,LateAircraftDelay,,2125.0,249.0,1570.0,0.0,5737.0,0.2195021175498399,0.025720483421134182,0.16217332920152877,0.0,0.5926040698274971,
ANC,Origin,5934,0.4512976070104482,CarrierDelay,,10352.0,372.0,4053.0,22.0,7335.0,0.46769675612180356,0.01680672268907563,0.18311195445920303,0.0009939459654829674,0.3313906207644348,3.0
ANI,Origin,3,0.6666666666666666,CarrierDelay,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
APF,Origin,37,0.4594594594594595,NASDelay,,16.0,0.0,195.0,28.0,22.0,0.06130268199233716,0.0,0.7471264367816092,0.10727969348659004,0.0842911877394636,
APN,Origin,41,0.2439024390243902,CarrierDelay,,286.0,14.0,8.0,0.0,180.0,0.5860655737704918,0.028688524590163935,0.01639344262295082,0.0,0.36885245901639346,
ART,Origin,12,0.25,CarrierDelay,,115.0,4.0,0.0,0.0,55.0,0.6609195402298851,0.022988505747126436,0.0,0.0,0.3160919540229885,
ASE,Origin,646,0.3823529411764705,LateAircraftDelay,,3211.0,916.0,2446.0,14.0,4644.0,0.2859050841421067,0.08155996794586412,0.21779004541002583,0.0012465497284302378,0.41349835277357316,
ATL,Origin,106987,0.4710852720423977,CarrierDelay,,274702.0,60280.0,189919.0,213.0,261478.0,0.34923060493877384,0.07663439241690737,0.24144537447622147,0.0002707884138155486,0.33241883975428177,5.0
ATW,Origin,677,0.3249630723781389,CarrierDelay,,4054.0,1022.0,2230.0,0.0,3017.0,0.3927152959411024,0.09900222803448609,0.2160224740869902,0.0,0.2922600019374213,
ATY,Origin,7,0.4285714285714285,CarrierDelay,,23.0,0.0,2.0,0.0,0.0,0.92,0.0,0.08,0.0,0.0,
AUS,Origin,13889,0.3954208366333069,LateAircraftDelay,,19655.0,3336.0,20272.0,79.0,31753.0,0.26173513549503963,0.04442372994207337,0.2699513948997936,0.0010520007989879487,0.4228377388641055,6.0
AVL,Origin,1210,0.4305785123966942,LateAircraftDelay,,2286.0,638.0,4623.0,16.0,5043.0,0.18134221799143266,0.0506108202443281,0.36673012851023323,0.0012692368713311123,0.4000475963826749,
AVP,Origin,696,0.4281609195402299,NASDelay,,338.0,555.0,2174.0,0.0,1265.0,0.07802400738688828,0.1281163434903047,0.5018467220683287,0.0,0.2920129270544783,
AZA,Origin,122,0.3852459016393442,NASDelay,,278.0,35.0,476.0,0.0,340.0,0.2462356067316209,0.03100088573959256,0.4216120460584588,0.0,0.30115146147032773,
AZO,Origin,901,0.3684794672586015,NASDelay,,512.0,330.0,2596.0,0.0,1445.0,0.10485357362277288,0.06758140487405284,0.5316403850092156,0.0,0.2959246364939586,
BDL,Origin,9219,0.4104566655819503,NASDelay,,10366.0,1922.0,16831.0,168.0,15818.0,0.22981931049772752,0.04261168384879725,0.373151535306507,0.0037246425008313935,0.3506928278461368,7.0
BET,Origin,287,0.4634146341463415,LateAircraftDelay,,380.0,120.0,118.0,103.0,1346.0,0.18384131591678762,0.05805515239477504,0.057087566521528785,0.049830672472181904,0.6511852926947267,
BFF,Origin,14,0.2857142857142857,LateAircraftDelay,,0.0,107.0,63.0,0.0,146.0,0.0,0.33860759493670883,0.19936708860759494,0.0,0.4620253164556962,
BFL,Origin,714,0.3207282913165266,LateAircraftDelay,,1872.0,27.0,1585.0,0.0,2725.0,0.30149782573683365,0.004348526332742793,0.2552746013850862,0.0,0.43887904654533744,
BFM,Origin,3,0.3333333333333333,NASDelay,,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
BGM,Origin,322,0.3788819875776397,NASDelay,,414.0,6.0,554.0,0.0,142.0,0.3709677419354839,0.005376344086021506,0.496415770609319,0.0,0.12724014336917563,
BGR,Origin,694,0.3847262247838616,CarrierDelay,,2784.0,431.0,1846.0,0.0,1991.0,0.394781622234827,0.061117413499716396,0.26176971072036304,0.0,0.2823312535450936,
BHM,Origin,5954,0.4229089687604971,LateAircraftDelay,,9218.0,1378.0,10562.0,6.0,14461.0,0.25875087719298245,0.03868070175438597,0.2964771929824561,0.00016842105263157895,0.40592280701754385,1.0
BIL,Origin,1342,0.3524590163934426,CarrierDelay,,2068.0,76.0,1090.0,0.0,1878.0,0.4045383411580595,0.01486697965571205,0.21322378716744914,0.0,0.3673708920187793,
BIS,Origin,873,0.3344788087056128,CarrierDelay,,2495.0,86.0,1494.0,0.0,1343.0,0.4605020302694721,0.015873015873015872,0.2757475083056478,0.0,0.24787744555186417,
BJI,Origin,55,0.2909090909090909,LateAircraftDelay,,32.0,109.0,110.0,0.0,219.0,0.06808510638297872,0.23191489361702128,0.23404255319148937,0.0,0.46595744680851064,
BKG,Origin,72,0.4166666666666667,LateAircraftDelay,,41.0,173.0,136.0,0.0,311.0,0.06202723146747353,0.2617246596066566,0.20574886535552195,0.0,0.47049924357034795,
BLI,Origin,175,0.3428571428571428,LateAircraftDelay,,179.0,37.0,104.0,0.0,324.0,0.2779503105590062,0.05745341614906832,0.16149068322981366,0.0,0.5031055900621118,
BLV,Origin,26,0.4615384615384615,WeatherDelay,,49.0,75.0,31.0,75.0,41.0,0.18081180811808117,0.2767527675276753,0.11439114391143912,0.2767527675276753,0.15129151291512916,
BMI,Origin,616,0.3912337662337662,LateAircraftDelay,,1939.0,311.0,1974.0,0.0,2658.0,0.2817494914269108,0.04519035164196455,0.2868352223190933,0.0,0.3862249346120314,
BNA,Origin,18591,0.4165994298316389,LateAircraftDelay,,24441.0,3430.0,28336.0,42.0,50641.0,0.2286556272803817,0.032089063523248196,0.2650949574328749,0.0003929273084479371,0.47376742445504727,6.0
BOI,Origin,4076,0.3680078508341511,LateAircraftDelay,,5450.0,361.0,6574.0,15.0,11115.0,0.23176695726132257,0.015351903040612375,0.27956623431852007,0.0006378907080586859,0.47267701467148626,
BOS,Origin,36341,0.4386505599735835,LateAircraftDelay,,66540.0,12607.0,92982.0,725.0,94444.0,0.2489356448607921,0.04716458783829284,0.3478589439501979,0.002712328562129159,0.353328494788588,0.0
BPT,Origin,149,0.3691275167785235,LateAircraftDelay,,944.0,56.0,280.0,0.0,1188.0,0.3824959481361426,0.022690437601296597,0.11345218800648298,0.0,0.4813614262560778,
BQK,Origin,206,0.3495145631067961,NASDelay,,240.0,394.0,891.0,0.0,639.0,0.11090573012939002,0.18207024029574861,0.41173752310536044,0.0,0.29528650646950094,
BQN,Origin,270,0.4074074074074074,LateAircraftDelay,,933.0,30.0,404.0,0.0,2551.0,0.23813169984686064,0.007656967840735069,0.1031138335885656,0.0,0.6510974987238387,
BRD,Origin,61,0.3114754098360656,LateAircraftDelay,,240.0,23.0,82.0,0.0,1322.0,0.14397120575884823,0.013797240551889621,0.04919016196760648,0.0,0.7930413917216557,
BRO,Origin,416,0.3317307692307692,CarrierDelay,,1743.0,148.0,868.0,0.0,1725.0,0.38871543264942016,0.03300624442462088,0.1935771632471008,0.0,0.38470115967885815,
BRW,Origin,212,0.4481132075471698,LateAircraftDelay,,53.0,124.0,84.0,94.0,1016.0,0.03865791393143691,0.09044493070751276,0.061269146608315096,0.06856309263311451,0.7410649161196207,
BTM,Origin,187,0.2887700534759358,LateAircraftDelay,,36.0,91.0,33.0,0.0,238.0,0.09045226130653267,0.228643216080402,0.0829145728643216,0.0,0.5979899497487438,
BTR,Origin,2447,0.4417654270535349,CarrierDelay,,6936.0,1354.0,4972.0,0.0,6421.0,0.3523853071178174,0.06879032667784382,0.25260376975054616,0.0,0.3262205964537926,
BTV,Origin,1673,0.4219964136282128,NASDelay,,4653.0,1097.0,7178.0,11.0,5684.0,0.24985233313644417,0.05890565429844816,0.3854373624013317,0.0005906674542232723,0.3052139827095527,
BUF,Origin,7401,0.4204837184164302,NASDelay,,9541.0,2090.0,17982.0,28.0,17353.0,0.2030259182023237,0.04447376260799251,0.3826445929267566,0.0005958207430735838,0.3692599055198536,1.0
BUR,Origin,8844,0.3967661691542288,LateAircraftDelay,,7959.0,881.0,9987.0,44.0,21848.0,0.19546157813305828,0.021636091259608536,0.2452663375819642,0.0010805766349861244,0.5365554163903828,6.0
BWI,Origin,28597,0.4311291394202189,LateAircraftDelay,,55197.0,7490.0,46890.0,541.0,80357.0,0.28978606116288225,0.03932274576716104,0.24617403858774117,0.002840267751673448,0.4218768867305421,4.0
BZN,Origin,1275,0.3670588235294117,LateAircraftDelay,,1678.0,93.0,1591.0,15.0,2615.0,0.2800400534045394,0.015520694259012017,0.26552069425901204,0.0025033377837116156,0.436415220293725,
CAE,Origin,2403,0.455264253017062,LateAircraftDelay,,7352.0,842.0,4094.0,0.0,7791.0,0.36615369291299366,0.04193435928084068,0.20389461626575028,0.0,0.38801733154041534,
CAK,Origin,1619,0.3823347745521927,LateAircraftDelay,,5144.0,3165.0,6099.0,0.0,6374.0,0.24752189394668464,0.1522952555095756,0.29347512270233855,0.0,0.3067077278414012,
CCR,Origin,49,0.3061224489795918,CarrierDelay,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CDC,Origin,116,0.2327586206896551,LateAircraftDelay,,262.0,0.0,67.0,0.0,303.0,0.41455696202531644,0.0,0.1060126582278481,0.0,0.47943037974683544,
CDV,Origin,242,0.4132231404958678,LateAircraftDelay,,174.0,0.0,75.0,11.0,914.0,0.14821124361158433,0.0,0.06388415672913117,0.009369676320272573,0.778534923339012,
CEC,Origin,104,0.4134615384615384,NASDelay,,0.0,33.0,1164.0,0.0,1044.0,0.0,0.014725568942436412,0.5194109772423026,0.0,0.46586345381526106,
CGI,Origin,12,0.3333333333333333,LateAircraftDelay,,0.0,0.0,25.0,0.0,460.0,0.0,0.0,0.05154639175257732,0.0,0.9484536082474226,
CHA,Origin,1291,0.4097598760650658,LateAircraftDelay,,3082.0,1133.0,3366.0,1.0,3920.0,0.2679533994087985,0.09850460789427926,0.29264475743348983,8.69414014953921e-05,0.34081029386193706,
CHO,Origin,493,0.385395537525355,LateAircraftDelay,,2257.0,123.0,1648.0,0.0,2521.0,0.3446327683615819,0.018781493357764543,0.25164147198045506,0.0,0.3849442663001985,
CHS,Origin,4064,0.4077263779527559,NASDelay,,6409.0,1169.0,11121.0,0.0,10020.0,0.22316236637765938,0.04070475991503882,0.38723493157839756,0.0,0.34889794212890424,
CIC,Origin,138,0.3405797101449275,NASDelay,,482.0,0.0,788.0,0.0,330.0,0.30125,0.0,0.4925,0.0,0.20625,
CID,Origin,2086,0.37679769894535,LateAircraftDelay,,4426.0,1157.0,4818.0,9.0,7012.0,0.2540466077373436,0.06641028584548272,0.27654689473080013,0.0005165882217885433,0.402479623464585,
CIU,Origin,45,0.4222222222222222,WeatherDelay,,45.0,1129.0,57.0,0.0,292.0,0.02954694681549573,0.7413000656598818,0.03742613263296126,0.0,0.1917268548916612,
CKB,Origin,19,0.3157894736842105,WeatherDelay,,0.0,276.0,114.0,0.0,26.0,0.0,0.6634615384615384,0.27403846153846156,0.0,0.0625,
CLD,Origin,292,0.3904109589041096,LateAircraftDelay,,283.0,154.0,330.0,0.0,1441.0,0.12817028985507245,0.06974637681159421,0.14945652173913043,0.0,0.6526268115942029,
CLE,Origin,19517,0.4174309576266844,NASDelay,,27862.0,4944.0,39019.0,100.0,33814.0,0.2634978579332129,0.04675663662414057,0.36901237953829713,0.0009457248508119048,0.3197874010535375,1.0
CLL,Origin,415,0.308433734939759,LateAircraftDelay,,261.0,622.0,358.0,0.0,1454.0,0.09684601113172542,0.23079777365491652,0.13283858998144712,0.0,0.5395176252319109,
CLT,Origin,42452,0.4733817016866107,LateAircraftDelay,,86687.0,13143.0,82959.0,913.0,93087.0,0.31318802409055274,0.047483823417838134,0.29971928075176396,0.0032985414882816875,0.3363103302515635,0.0
CMH,Origin,11291,0.4269772385085466,LateAircraftDelay,,15534.0,2227.0,22326.0,21.0,26189.0,0.23430924476220644,0.03359126355642035,0.33675731933571657,0.0003167564143173899,0.3950254159313393,1.0
CMI,Origin,475,0.3494736842105263,CarrierDelay,,2164.0,230.0,1543.0,0.0,716.0,0.4650762948635289,0.04943047496238986,0.33161401246507627,0.0,0.15387921770900495,
CMX,Origin,88,0.2727272727272727,LateAircraftDelay,,336.0,211.0,180.0,0.0,874.0,0.2098688319800125,0.13179262960649593,0.11242973141786383,0.0,0.5459088069956277,
CNY,Origin,11,0.4545454545454545,LateAircraftDelay,,0.0,17.0,132.0,0.0,503.0,0.0,0.02607361963190184,0.20245398773006135,0.0,0.7714723926380368,
COD,Origin,178,0.3370786516853932,LateAircraftDelay,,175.0,182.0,359.0,8.0,573.0,0.13492675404780263,0.14032382420971473,0.27679259830377795,0.006168080185042405,0.4417887432536623,
COS,Origin,3855,0.4360570687418936,CarrierDelay,,10528.0,2703.0,6195.0,41.0,6861.0,0.39987845639623215,0.10266636280765724,0.23530082041932543,0.0015572774232756,0.2605970829535096,
COU,Origin,94,0.3936170212765957,LateAircraftDelay,,83.0,0.0,326.0,0.0,329.0,0.11246612466124661,0.0,0.44173441734417346,0.0,0.44579945799457993,
CPR,Origin,494,0.3724696356275304,LateAircraftDelay,,413.0,653.0,384.0,0.0,1293.0,0.15056507473569086,0.23806051768137076,0.13999270871308786,0.0,0.47138169886985054,
CRP,Origin,1934,0.3862461220268873,LateAircraftDelay,,1531.0,529.0,2123.0,2.0,5676.0,0.15525808741506947,0.05364567488084373,0.21529256667680763,0.00020281918669506134,0.5756008518405841,
CRW,Origin,1014,0.4240631163708087,LateAircraftDelay,,2159.0,250.0,2173.0,4.0,2569.0,0.30174703004891684,0.03494060097833683,0.3037037037037037,0.0005590496156533892,0.3590496156533892,
CSG,Origin,337,0.4629080118694362,CarrierDelay,,1076.0,169.0,641.0,0.0,963.0,0.3776763776763777,0.05931905931905932,0.22499122499122498,0.0,0.338013338013338,
CVG,Origin,23347,0.4783912279950315,CarrierDelay,,43011.0,11867.0,41607.0,211.0,28101.0,0.3446477078775932,0.0950904268532096,0.33339743743839995,0.0016907457711323188,0.2251736820596649,5.0
CWA,Origin,317,0.3533123028391167,LateAircraftDelay,,535.0,134.0,1406.0,0.0,1553.0,0.14746416758544653,0.03693495038588754,0.3875413450937156,0.0,0.4280595369349504,
CYS,Origin,10,0.1,CarrierDelay,,1154.0,0.0,0.0,0.0,3.0,0.9974070872947277,0.0,0.0,0.0,0.0025929127052722557,
DAB,Origin,1107,0.4706413730803975,NASDelay,,1452.0,440.0,1898.0,0.0,1355.0,0.28221574344023326,0.08551992225461613,0.3689018464528669,0.0,0.2633624878522838,
DAL,Origin,15951,0.4437339351764779,LateAircraftDelay,,28003.0,3656.0,13548.0,209.0,48561.0,0.29797716462538704,0.03890313587367122,0.14416293348372475,0.0022239484129095415,0.5167328176043074,4.0
DAY,Origin,5184,0.4484953703703703,LateAircraftDelay,,7197.0,812.0,9047.0,0.0,9418.0,0.2718516280123895,0.030671602326811213,0.3417315101609126,0.0,0.35574525949988667,1.0
DBQ,Origin,182,0.3241758241758242,LateAircraftDelay,,163.0,93.0,885.0,0.0,1020.0,0.07542804257288292,0.043035631652012955,0.4095326237852846,0.0,0.4720037019898195,
DCA,Origin,28212,0.4048277328796257,LateAircraftDelay,,36200.0,11204.0,57508.0,216.0,68420.0,0.2085878258464517,0.06455850830894047,0.3313665383640261,0.0012446124415147395,0.394242515039067,1.0
DEN,Origin,60151,0.4568336353510332,LateAircraftDelay,,139988.0,18299.0,102353.0,400.0,191862.0,0.30909114996180187,0.04040388428401729,0.22599370283195924,0.0008831932736000283,0.42362806964862154,4.0
DET,Origin,257,0.4980544747081712,CarrierDelay,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DFW,Origin,87039,0.478831328484932,CarrierDelay,,198665.0,52865.0,132884.0,299.0,193395.0,0.34364686183204524,0.09144485113508202,0.22986016453673017,0.0005172043977941838,0.3345309180983484,5.0
DHN,Origin,228,0.4078947368421052,LateAircraftDelay,,844.0,92.0,953.0,0.0,1199.0,0.27331606217616583,0.029792746113989636,0.3086139896373057,0.0,0.38827720207253885,
DIK,Origin,31,0.3870967741935484,NASDelay,,14.0,0.0,269.0,0.0,144.0,0.03278688524590164,0.0,0.629976580796253,0.0,0.3372365339578454,
DLG,Origin,50,0.48,NASDelay,,0.0,0.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
DLH,Origin,619,0.3570274636510501,CarrierDelay,,1608.0,324.0,1081.0,14.0,1076.0,0.39190835973677796,0.07896660979770899,0.2634657567633439,0.003412137460394833,0.2622471362417743,
DRO,Origin,480,0.38125,LateAircraftDelay,,1523.0,703.0,736.0,0.0,1679.0,0.328162034044387,0.15147597500538676,0.158586511527688,0.0,0.36177547942253824,
DRT,Origin,10,0.3,CarrierDelay,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DSM,Origin,3613,0.3910877387212843,LateAircraftDelay,,8491.0,1477.0,7890.0,5.0,9527.0,0.3100036509675064,0.05392479006936838,0.28806133625410735,0.00018254837531945966,0.34782767433369843,
DTW,Origin,45226,0.4535001990005748,CarrierDelay,,108744.0,21098.0,87653.0,250.0,66489.0,0.3825861789933646,0.07422757305600315,0.3083832335329341,0.0008795569847379272,0.23392345743296017,5.0
DUT,Origin,66,0.7424242424242424,CarrierDelay,,32.0,0.0,0.0,0.0,27.0,0.5423728813559322,0.0,0.0,0.0,0.4576271186440678,
DVL,Origin,24,0.3333333333333333,CarrierDelay,,1075.0,0.0,35.0,0.0,260.0,0.7846715328467153,0.0,0.025547445255474453,0.0,0.1897810218978102,
EAR,Origin,9,0.0,CarrierDelay,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
EAU,Origin,101,0.3168316831683168,LateAircraftDelay,,352.0,0.0,244.0,0.0,417.0,0.3474827245804541,0.0,0.24086870681145114,0.0,0.4116485686080948,
ECP,Origin,536,0.2966417910447761,LateAircraftDelay,,877.0,299.0,1215.0,0.0,3412.0,0.15112872652076512,0.051525073237980355,0.20937446148543856,0.0,0.587971738755816,
EFD,Origin,44,0.4545454545454545,WeatherDelay,,0.0,156.0,27.0,0.0,0.0,0.0,0.8524590163934426,0.14754098360655737,0.0,0.0,
EGE,Origin,484,0.4214876033057851,LateAircraftDelay,,2777.0,376.0,1290.0,6.0,3622.0,0.34407136662123655,0.0465865444182877,0.15983149547763598,0.0007434023045471441,0.44876719117829267,
EKO,Origin,246,0.2886178861788618,LateAircraftDelay,,421.0,89.0,221.0,0.0,550.0,0.3286494925839188,0.06947697111631537,0.1725214676034348,0.0,0.42935206869633097,
ELM,Origin,393,0.4452926208651399,CarrierDelay,,800.0,96.0,697.0,10.0,702.0,0.3470715835140998,0.041648590021691974,0.3023861171366594,0.004338394793926247,0.30455531453362256,
ELP,Origin,7212,0.4148641153632834,LateAircraftDelay,,8919.0,982.0,5466.0,0.0,14906.0,0.29461896739669013,0.03243814620288706,0.18055693191953226,0.0,0.49238595448089056,6.0
ERI,Origin,380,0.4447368421052631,LateAircraftDelay,,139.0,57.0,395.0,0.0,705.0,0.10725308641975309,0.04398148148148148,0.30478395061728397,0.0,0.5439814814814815,
ESC,Origin,47,0.1914893617021276,LateAircraftDelay,,59.0,125.0,72.0,0.0,144.0,0.1475,0.3125,0.18,0.0,0.36,
EUG,Origin,1271,0.3831628638867034,LateAircraftDelay,,2748.0,272.0,3258.0,0.0,3591.0,0.27844766440368834,0.027561049751747897,0.3301246326882156,0.0,0.36386665315634814,
EVV,Origin,942,0.386411889596603,LateAircraftDelay,,2382.0,766.0,2928.0,0.0,3348.0,0.2527589134125637,0.08128183361629882,0.31069609507640067,0.0,0.35526315789473684,
EWN,Origin,144,0.3472222222222222,LateAircraftDelay,,1221.0,43.0,215.0,0.0,1242.0,0.4487320837927233,0.015803013597941933,0.07901506798970967,0.0,0.4564498346196251,
EWR,Origin,40510,0.4682547519131079,LateAircraftDelay,,92216.0,15695.0,109961.0,792.0,156124.0,0.24604843271396096,0.04187700780174392,0.2933951994194051,0.00211319465938077,0.4165661654055092,0.0
EYW,Origin,490,0.3306122448979592,CarrierDelay,,1583.0,248.0,778.0,0.0,982.0,0.44082428292954606,0.06906154274575327,0.21665274296853243,0.0,0.2734614313561682,
FAI,Origin,1495,0.4421404682274247,LateAircraftDelay,,2202.0,325.0,616.0,126.0,3524.0,0.3241572206683351,0.04784336817311939,0.09068158398351243,0.018548505814809362,0.5187693213602238,
FAR,Origin,1274,0.3610675039246467,NASDelay,,3295.0,459.0,3878.0,25.0,3519.0,0.2948282032927702,0.041070150322118824,0.3469935576234789,0.0022369362920544025,0.31487115246957764,
FAT,Origin,2690,0.379182156133829,CarrierDelay,,9126.0,398.0,5658.0,0.0,6720.0,0.4166742763217971,0.01817185645146562,0.2583325723678203,0.0,0.306821294858917,
FAY,Origin,814,0.4226044226044226,LateAircraftDelay,,1046.0,617.0,2067.0,0.0,2128.0,0.1785592352338682,0.10532604984636394,0.3528508023216115,0.0,0.3632639125981564,
